loggingTime(txt),locationTimestamp_since1970(s),locationLatitude(WGS84),locationLongitude(WGS84),locationAltitude(m),locationSpeed(m/s),locationCourse(°),locationVerticalAccuracy(m),locationHorizontalAccuracy(m),locationFloor(Z),accelerometerTimestamp_sinceReboot(s),accelerometerAccelerationX(G),accelerometerAccelerationY(G),accelerometerAccelerationZ(G),motionTimestamp_sinceReboot(s),motionYaw(rad),motionRoll(rad),motionPitch(rad),motionRotationRateX(rad/s),motionRotationRateY(rad/s),motionRotationRateZ(rad/s),motionUserAccelerationX(G),motionUserAccelerationY(G),motionUserAccelerationZ(G),motionAttitudeReferenceFrame(txt),motionQuaternionX(R),motionQuaternionY(R),motionQuaternionZ(R),motionQuaternionW(R),motionGravityX(G),motionGravityY(G),motionGravityZ(G),activityTimestamp_sinceReboot(s),activity(txt),activityActivityConfidence(Z),activityActivityStartDate(txt),pedometerStartDate(txt),pedometerNumberofSteps(N),pedometerAverageActivePace(s/m),pedometerCurrentPace(s/m),pedometerCurrentCadence(steps/s),pedometerDistance(m),pedometerFloorAscended(N),pedometerFloorDescended(N),pedometerEndDate(txt),altimeterTimestamp_sinceReboot(s),altimeterReset(bool),altimeterRelativeAltitude(m),altimeterPressure(kPa),batteryState,batteryLevel
2020-05-25 11:39:24.473 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.249316375,-0.439666748046875,0.100738525390625,-1.029144287109375,7319.239345375,0.5023592326189565,0.04764864852364822,0.02682482312463612,0.481380432844162,-0.4701691865921021,-1.261975526809692,-0.5373463034629822,0.1091590076684952,-0.01679897308349609,XArbitraryZVertical,0.007067087073656444,0.02640502307490008,0.2487633366125837,0.9681784552432093,0.0476134829223156,-0.02682160586118698,-0.9985056519508362,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.508 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.284215375001,-0.328582763671875,0.073944091796875,-1.016067504882812,7319.239345375,0.5023592326189565,0.04764864852364822,0.02682482312463612,0.481380432844162,-0.4701691865921021,-1.261975526809692,-0.5373463034629822,0.1091590076684952,-0.01679897308349609,XArbitraryZVertical,0.007067087073656444,0.02640502307490008,0.2487633366125837,0.9681784552432093,0.0476134829223156,-0.02682160586118698,-0.9985056519508362,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.543 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.319115166667,-0.300018310546875,0.045623779296875,-1.001266479492188,7319.299172375,0.4052846118221038,0.02161763940717248,0.06506351675475792,0.9420545697212219,-0.601070761680603,-1.829682588577271,-0.335261344909668,0.1206231191754341,-0.0209953784942627,XArbitraryZVertical,0.02968444988302269,0.0171275945951802,0.2014844155591223,0.9788918909006811,0.02157021872699261,-0.06501761823892593,-0.9976509809494019,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.578 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.354014166667,-0.1597442626953125,0.16033935546875,-1.07843017578125,7319.299172375,0.4052846118221038,0.02161763940717248,0.06506351675475792,0.9420545697212219,-0.601070761680603,-1.829682588577271,-0.335261344909668,0.1206231191754341,-0.0209953784942627,XArbitraryZVertical,0.02968444988302269,0.0171275945951802,0.2014844155591223,0.9788918909006811,0.02157021872699261,-0.06501761823892593,-0.9976509809494019,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.613 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.388913166667,-0.0245513916015625,0.17132568359375,-1.080581665039062,7319.359000166667,0.2932157797702691,-0.008599567528359192,0.1276835915345263,0.9360581636428833,-0.7916827797889709,-1.861465334892273,-0.1512145698070526,0.2876811623573303,-0.08660763502120972,XArbitraryZVertical,0.063740290574702,0.005074820051831242,0.1455129408412169,0.9872878630018241,-0.008529458194971085,-0.1273369342088699,-0.9918228387832642,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.647 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.423813166667,-0.0595245361328125,0.1274566650390625,-1.066085815429688,7319.418827166667,0.1817953696074922,-0.04319752663893181,0.1806321514012255,0.6815406680107117,-0.8892106413841248,-1.954903721809387,-0.002682913094758987,0.3135238289833069,-0.09317678213119507,XArbitraryZVertical,0.09175248036541259,-0.01323509177881345,0.08844164894252285,0.9917581614074344,-0.04248150065541267,-0.1796514689922333,-0.9828126430511475,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.682 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.458712166667,0.0620880126953125,-0.0201568603515625,-1.09796142578125,7319.418827166667,0.1817953696074922,-0.04319752663893181,0.1806321514012255,0.6815406680107117,-0.8892106413841248,-1.954903721809387,-0.002682913094758987,0.3135238289833069,-0.09317678213119507,XArbitraryZVertical,0.09175248036541259,-0.01323509177881345,0.08844164894252285,0.9917581614074344,-0.04248150065541267,-0.1796514689922333,-0.9828126430511475,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.717 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.493612166667,0.099334716796875,-0.1248626708984375,-1.032958984375,7319.478655166668,0.06597221614900543,-0.07527677503205503,0.1850729705721139,-0.2748089730739594,-0.8259890675544739,-1.634080648422241,0.1744644194841385,0.1320387274026871,-0.1118262410163879,XArbitraryZVertical,0.09352451887402874,-0.03440277076652664,0.02934052252214445,0.9945897142244881,-0.07392139732837677,-0.1840182542800903,-0.9801392555236816,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.754 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.528511166667,0.143951416015625,-0.16943359375,-0.9397735595703125,7319.478655166668,0.06597221614900543,-0.07527677503205503,0.1850729705721139,-0.2748089730739594,-0.8259890675544739,-1.634080648422241,0.1744644194841385,0.1320387274026871,-0.1118262410163879,XArbitraryZVertical,0.09352451887402874,-0.03440277076652664,0.02934052252214445,0.9945897142244881,-0.07392139732837677,-0.1840182542800903,-0.9801392555236816,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.787 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.563411166667,0.28448486328125,-0.2427215576171875,-0.93035888671875,7319.538482166668,-0.01709783742169598,-0.09284357527116197,0.207106695674905,0.5454403758049011,-0.3342414498329163,-1.22755765914917,0.2507209777832031,0.03342665731906891,0.03834843635559082,XArbitraryZVertical,0.1028586654569633,-0.04703757205834219,-0.01329050702515508,0.9934942423983983,-0.09072902798652649,-0.205629289150238,-0.974415123462677,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.822 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.598310166667,0.417938232421875,-0.318267822265625,-0.8968658447265625,7319.598310166667,-0.06427196949849752,-0.08710795374668974,0.2287836759675369,0.108344279229641,0.1027779430150986,-0.4193117916584015,0.4870779812335968,-0.08514879643917084,0.06673043966293335,XArbitraryZVertical,0.1125855778015034,-0.04689728621329653,-0.03685741419272823,0.9918501121883142,-0.08473093062639236,-0.2267930656671524,-0.9702502489089966,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.857 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.633209166667,0.5057220458984375,-0.2329864501953125,-0.8872833251953125,7319.598310166667,-0.06427196949849752,-0.08710795374668974,0.2287836759675369,0.108344279229641,0.1027779430150986,-0.4193117916584015,0.4870779812335968,-0.08514879643917084,0.06673043966293335,XArbitraryZVertical,0.1125855778015034,-0.04689728621329653,-0.03685741419272823,0.9918501121883142,-0.08473093062639236,-0.2267930656671524,-0.9702502489089966,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.892 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.668109166667,0.512664794921875,-0.2216796875,-0.932769775390625,7319.658137166667,-0.09064637244039528,-0.07736639761380376,0.2300629693417243,-0.1793716549873352,0.09047387540340424,-0.3219577372074127,0.5923761129379272,0.02740991115570068,0.05682849884033203,XArbitraryZVertical,0.1128337022517958,-0.04357495020768152,-0.04940888839567249,0.9914274283605801,-0.07525282353162766,-0.2280388325452805,-0.9707395434379578,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.927 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.703008166667,0.5263671875,-0.250091552734375,-0.927154541015625,7319.658137166667,-0.09064637244039528,-0.07736639761380376,0.2300629693417243,-0.1793716549873352,0.09047387540340424,-0.3219577372074127,0.5923761129379272,0.02740991115570068,0.05682849884033203,XArbitraryZVertical,0.1128337022517958,-0.04357495020768152,-0.04940888839567249,0.9914274283605801,-0.07525282353162766,-0.2280388325452805,-0.9707395434379578,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.962 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.737908166667,0.513946533203125,-0.23297119140625,-0.8822021484375,7319.717965166667,-0.1009845624671554,-0.0537862907121897,0.2291788711801888,0.1528409123420715,0.1617909222841263,-0.03452781587839127,0.5920295715332031,-0.02693313360214233,0.05333071947097778,XArbitraryZVertical,0.1128035600197297,-0.03244819867681809,-0.05319234415424703,0.9916617422733336,-0.05235470458865166,-0.2271779477596283,-0.9724449515342712,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:24.996 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.772807166667,0.4202423095703125,-0.2459869384765625,-0.9319305419921875,7319.717965166667,-0.1009845624671554,-0.0537862907121897,0.2291788711801888,0.1528409123420715,0.1617909222841263,-0.03452781587839127,0.5920295715332031,-0.02693313360214233,0.05333071947097778,XArbitraryZVertical,0.1128035600197297,-0.03244819867681809,-0.05319234415424703,0.9916617422733336,-0.05235470458865166,-0.2271779477596283,-0.9724449515342712,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.032 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.807706166667,0.3956146240234375,-0.214202880859375,-0.8981170654296875,7319.777793166667,-0.1009571560481465,-0.04581048256208644,0.2351177328255737,-0.05481402203440666,0.1590159088373184,0.1064809709787369,0.4647785425186157,-0.01302044093608856,0.0395350456237793,XArbitraryZVertical,0.1159604954300921,-0.02863266586616423,-0.05277860034552613,0.991437195269711,-0.04453451558947563,-0.2329574823379517,-0.9714666604995728,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.066 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.842606166667,0.2767791748046875,-0.2216796875,-0.8894500732421875,7319.837620166667,-0.08325509165790576,-0.02008663260367905,0.2325751281912972,-0.1107931286096573,0.3258951902389526,0.5038034915924072,0.3237597048282623,0.01213978230953217,0.110925018787384,XArbitraryZVertical,0.1155041688917145,-0.01479490237090816,-0.04249663255690844,0.9922871866666176,-0.01954450830817223,-0.2304840832948685,-0.9728797674179077,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.101 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.877505166667,0.2288665771484375,-0.18829345703125,-0.9435577392578125,7319.837620166667,-0.08325509165790576,-0.02008663260367905,0.2325751281912972,-0.1107931286096573,0.3258951902389526,0.5038034915924072,0.3237597048282623,0.01213978230953217,0.110925018787384,XArbitraryZVertical,0.1155041688917145,-0.01479490237090816,-0.04249663255690844,0.9922871866666176,-0.01954450830817223,-0.2304840832948685,-0.9728797674179077,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.136 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.912405166667,0.1357879638671875,-0.151397705078125,-0.9335784912109375,7319.897448166667,-0.03861931832828558,0.007959784240707798,0.206913610951917,-0.6726346611976624,0.4930405020713806,1.12399697303772,0.18392114341259,0.03619782626628876,0.06260693073272705,XArbitraryZVertical,0.103328709409208,0.001963849592062559,-0.01879413124798597,0.9944677850475059,0.007789916824549437,-0.2054403275251389,-0.9786386489868164,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.171 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.947304166667,0.0522003173828125,-0.12091064453125,-1.04937744140625,7319.897448166667,-0.03861931832828558,0.007959784240707798,0.206913610951917,-0.6726346611976624,0.4930405020713806,1.12399697303772,0.18392114341259,0.03619782626628876,0.06260693073272705,XArbitraryZVertical,0.103328709409208,0.001963849592062559,-0.01879413124798597,0.9944677850475059,0.007789916824549437,-0.2054403275251389,-0.9786386489868164,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.206 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7319.982203166667,-0.039459228515625,0.006103515625,-1.104080200195312,7319.957275166667,0.04459039997712638,0.02511887337151422,0.1565829518628601,-0.9000324010848999,0.523333728313446,1.599033713340759,0.01951677724719048,0.04610194265842438,-0.07640421390533447,XArbitraryZVertical,0.07790678387601369,0.01426098234901021,0.02320533252130316,0.9965885543768209,0.02480895817279816,-0.1559438854455948,-0.9874542951583862,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.245 -0400,1590421164.000444,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.346917719741079,5.429840688366557,-9999,7320.017103166667,-0.1530914306640625,0.0283355712890625,-1.115829467773438,7319.957275166667,0.04459039997712638,0.02511887337151422,0.1565829518628601,-0.9000324010848999,0.523333728313446,1.599033713340759,0.01951677724719048,0.04610194265842438,-0.07640421390533447,XArbitraryZVertical,0.07790678387601369,0.01426098234901021,0.02320533252130316,0.9965885543768209,0.02480895817279816,-0.1559438854455948,-0.9874542951583862,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.276 -0400,1590421165.000453,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.387722174046292,5.372222531134454,-9999,7320.052002166667,-0.2269287109375,0.014617919921875,-1.121505737304688,7320.017103166667,0.1528417170671363,0.04690238762105629,0.1221006978252046,-0.4377012252807617,0.723585307598114,2.000446557998657,-0.1862322837114334,0.15569207072258,-0.1227641701698303,XArbitraryZVertical,0.0590307171089824,0.02799385384561501,0.07760982166839984,0.9948408413370242,0.04653613269329071,-0.1217975318431854,-0.9914634227752686,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.311 -0400,1590421165.000453,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.387722174046292,5.372222531134454,-9999,7320.086902166667,-0.2598419189453125,0.0582122802734375,-1.138626098632812,7320.076930166667,0.2738326118749077,0.07037531121814126,0.1004449577178043,-0.5536755323410034,0.4307922720909119,1.824113011360168,-0.3184093236923218,0.1374962627887726,-0.1303062438964844,XArbitraryZVertical,0.04490509949963849,0.04165490940647722,0.137982030627292,0.9885389916755506,0.06996280699968338,-0.1002761423587799,-0.9924967885017395,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.346 -0400,1590421165.000453,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.387722174046292,5.372222531134454,-9999,7320.121801166667,-0.3650970458984375,0.052520751953125,-1.133499145507812,7320.076930166667,0.2738326118749077,0.07037531121814126,0.1004449577178043,-0.5536755323410034,0.4307922720909119,1.824113011360168,-0.3184093236923218,0.1374962627887726,-0.1303062438964844,XArbitraryZVertical,0.04490509949963849,0.04165490940647722,0.137982030627292,0.9885389916755506,0.06996280699968338,-0.1002761423587799,-0.9924967885017395,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.380 -0400,1590421165.000453,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.387722174046292,5.372222531134454,-9999,7320.156701166668,-0.4037322998046875,0.053375244140625,-1.068801879882812,7320.136758166667,0.3776569512775711,0.07555736411642847,0.08473434046391592,-0.1262573152780533,0.04943456128239632,1.474357128143311,-0.4675975143909454,0.1464496254920959,-0.1319649815559387,XArbitraryZVertical,0.03448862906453296,0.04500966079540307,0.1889773472509679,0.9803429221399993,0.07521466910839081,-0.08463297784328461,-0.9935693144798279,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.415 -0400,1590421165.000453,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.387722174046292,5.372222531134454,-9999,7320.191600166667,-0.3871002197265625,0.001251220703125,-1.025848388671875,7320.136758166667,0.3776569512775711,0.07555736411642847,0.08473434046391592,-0.1262573152780533,0.04943456128239632,1.474357128143311,-0.4675975143909454,0.1464496254920959,-0.1319649815559387,XArbitraryZVertical,0.03448862906453296,0.04500966079540307,0.1889773472509679,0.9803429221399993,0.07521466910839081,-0.08463297784328461,-0.9935693144798279,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.450 -0400,1590421165.000453,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.387722174046292,5.372222531134454,-9999,7320.226499166667,-0.4309234619140625,0.0057525634765625,-0.9709014892578125,7320.196586166667,0.4486571895582017,0.06384659190962939,0.07985353629164132,-0.3472400307655334,-0.2687892317771912,0.8408551812171936,-0.4507027566432953,0.08102300763130188,-0.0310661792755127,XArbitraryZVertical,0.03180165080237075,0.03996823142151686,0.223403420673992,0.9733868689265195,0.06359990686178207,-0.07976869493722916,-0.9947823882102966,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.485 -0400,1590421165.000453,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.387722174046292,5.372222531134454,-9999,7320.261399166667,-0.395477294921875,0.0677490234375,-0.9664306640625,7320.256413166667,0.4761529377417988,0.04140844656043638,0.05792900349178044,-0.2559798955917358,-0.3397765755653381,0.03425787389278412,-0.4538960754871368,0.1094125360250473,0.03060877323150635,XArbitraryZVertical,0.0232571858691459,0.02693874141419771,0.236266998910078,0.971036190886775,0.04132717475295067,-0.05789661034941673,-0.9974668025970459,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.520 -0400,1590421165.000453,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.387722174046292,5.372222531134454,-9999,7320.296298166667,-0.3690948486328125,0.086883544921875,-0.96331787109375,7320.256413166667,0.4761529377417988,0.04140844656043638,0.05792900349178044,-0.2559798955917358,-0.3397765755653381,0.03425787389278412,-0.4538960754871368,0.1094125360250473,0.03060877323150635,XArbitraryZVertical,0.0232571858691459,0.02693874141419771,0.236266998910078,0.971036190886775,0.04132717475295067,-0.05789661034941673,-0.9974668025970459,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.555 -0400,1590421165.000453,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.387722174046292,5.372222531134454,-9999,7320.331198416667,-0.3252716064453125,0.0500946044921875,-0.9868621826171875,7320.316241166667,0.4538474542038959,0.02683651321934583,0.05843139495606704,0.2257036566734314,-0.1730943918228149,-0.7322186231613159,-0.3898410499095917,0.1321461796760559,0.03113692998886108,XArbitraryZVertical,0.02544261079414163,0.0196397404971135,0.2252468533357256,0.9737713604689281,0.02678749710321426,-0.05839814990758896,-0.9979339241981506,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
2020-05-25 11:39:25.590 -0400,1590421165.000453,35.93111615104259,-79.03160755546574,88.66673,0,295.0727113615819,2.387722174046292,5.372222531134454,-9999,7320.366097416667,-0.245513916015625,0.0744476318359375,-1.02777099609375,7320.316241166667,0.4538474542038959,0.02683651321934583,0.05843139495606704,0.2257036566734314,-0.1730943918228149,-0.7322186231613159,-0.3898410499095917,0.1321461796760559,0.03113692998886108,XArbitraryZVertical,0.02544261079414163,0.0196397404971135,0.2252468533357256,0.9737713604689281,0.02678749710321426,-0.05839814990758896,-0.9979339241981506,7300.38201825,unknown,2,2020-05-25 11:39:05.605 -0400,2020-05-25 10:03:58.294 -0400,2281,1.124595,0,0,1799.878,0,0,2020-05-25 11:39:03.060 -0400,612113963.4783845,0,0.359375,101.2339,1,0.85
